71.3,163,134,29,30.5,30.2,29.8
71.7,155.6,129,32,32.1,32.2,33.2
72.5,159,117,27.5,29.6,28.9,30.2
72.9,161,133,19.7,19.1,18.7,19.6
71.6,160,168,18.6,19.8,19.2,19.3
72,157,156,19,19.3,19.5,19.6
